,epoch,iters,G_L1,G_GAN,G_total,D_loss,time,random_seed
1,61,200,14.229045867919922,1.9881868362426758,16.21723175048828,0.8181074261665344,0 days 01:46:31.679243000,9678
2,61,300,18.175249099731445,2.355670690536499,20.530920028686523,0.4104583263397217,0 days 01:46:58.979960000,9678
3,61,400,19.07829475402832,2.349987030029297,21.428281784057617,0.4480103850364685,0 days 01:47:26.462308000,9678
0,62,100,20.093257904052734,1.7737172842025757,21.866975784301758,0.42433759570121765,0 days 01:47:55.494454000,9678
1,62,200,16.487445831298828,2.2009973526000977,18.68844223022461,0.40669530630111694,0 days 01:48:23.571291000,9678
2,62,300,14.484151840209961,1.7787481546401978,16.26289939880371,0.29818159341812134,0 days 01:48:51.366210000,9678
3,62,400,16.97013282775879,2.1855521202087402,19.155685424804688,0.2952439486980438,0 days 01:49:19.103298000,9678
0,63,100,19.349857330322266,2.6197619438171387,21.969619750976562,0.10166168957948685,0 days 01:49:48.434140000,9678
1,63,200,12.289249420166016,2.135118007659912,14.424367904663086,0.30203181505203247,0 days 01:50:15.627891000,9678
2,63,300,18.96469497680664,2.037086009979248,21.001781463623047,0.33431491255760193,0 days 01:50:43.074571000,9678
3,63,400,12.805877685546875,1.1098920106887817,13.915769577026367,0.324109822511673,0 days 01:51:09.992784000,9678
0,64,100,18.658212661743164,0.8886520266532898,19.546865463256836,0.3057664632797241,0 days 01:51:38.358091000,9678
1,64,200,15.39278793334961,1.8488810062408447,17.241668701171875,0.2382371574640274,0 days 01:52:05.611755000,9678
2,64,300,17.18316078186035,1.49579656124115,18.678956985473633,0.5454602837562561,0 days 01:52:32.999366000,9678
3,64,400,20.919822692871094,1.2327356338500977,22.152557373046875,0.24672921001911163,0 days 01:52:59.907187000,9678
0,65,100,23.387544631958008,2.2715060710906982,25.65904998779297,0.4840015769004822,0 days 01:53:28.278710000,9678
1,65,200,20.838964462280273,1.552757740020752,22.391721725463867,0.4796143174171448,0 days 01:53:55.473234000,9678
2,65,300,20.02057647705078,1.7401220798492432,21.760698318481445,0.3538254499435425,0 days 01:54:22.922186000,9678
3,65,400,23.701679229736328,0.8513208627700806,24.55299949645996,0.3824046552181244,0 days 01:54:50.376710000,9678
0,66,100,16.962528228759766,0.9348477721214294,17.897375106811523,0.47394412755966187,0 days 01:55:19.747677000,9678
1,66,200,15.368871688842773,1.3754749298095703,16.744346618652344,0.5580690503120422,0 days 01:55:47.229277000,9678
2,66,300,16.959152221679688,1.5097742080688477,18.46892547607422,0.2918957471847534,0 days 01:56:15.254610000,9678
3,66,400,12.731663703918457,1.1812121868133545,13.91287612915039,0.4911080002784729,0 days 01:56:43.495070000,9678
0,67,100,11.845528602600098,1.8754833936691284,13.721012115478516,0.5514670014381409,0 days 01:57:13.047134000,9678
1,67,200,30.184354782104492,3.707475423812866,33.89183044433594,0.44910621643066406,0 days 01:57:42.377831000,9678
2,67,300,15.749907493591309,2.2623584270477295,18.012266159057617,0.3235754370689392,0 days 01:58:11.138688000,9678
3,67,400,21.070472717285156,2.044365644454956,23.114837646484375,0.6260928511619568,0 days 01:58:38.708484000,9678
0,68,100,21.424072265625,2.2249250411987305,23.648998260498047,0.450215220451355,0 days 01:59:07.277327000,9678
1,68,200,14.442512512207031,1.8343522548675537,16.276865005493164,0.40524911880493164,0 days 01:59:34.194397000,9678
2,68,300,18.029821395874023,1.7315510511398315,19.761371612548828,0.24738451838493347,0 days 02:00:01.070479000,9678
3,68,400,16.178550720214844,2.976743698120117,19.15529441833496,0.24026374518871307,0 days 02:00:27.844715000,9678
0,69,100,10.713096618652344,1.8707510232925415,12.583847999572754,0.23603257536888123,0 days 02:00:56.712268000,9678
1,69,200,22.615890502929688,1.2773205041885376,23.893211364746094,0.36463743448257446,0 days 02:01:24.258896000,9678
2,69,300,12.815003395080566,1.6554735898971558,14.470477104187012,0.32688549160957336,0 days 02:01:50.965798000,9678
3,69,400,16.538694381713867,3.598381519317627,20.137075424194336,0.3555070459842682,0 days 02:02:18.095147000,9678
0,70,100,14.214081764221191,1.5481783151626587,15.762260437011719,0.48082518577575684,0 days 02:02:46.428128000,9678
1,70,200,22.430885314941406,1.3955937623977661,23.826478958129883,0.47702860832214355,0 days 02:03:13.755927000,9678
2,70,300,14.52775764465332,2.079932689666748,16.607690811157227,0.3550254702568054,0 days 02:03:41.000460000,9678
3,70,400,14.013404846191406,2.6719915866851807,16.685396194458008,0.2803904414176941,0 days 02:04:08.559749000,9678
0,71,100,13.1195650100708,2.335123062133789,15.45468807220459,0.4480460286140442,0 days 02:04:37.912809000,9678
1,71,200,14.9572114944458,1.878730058670044,16.835941314697266,0.3495776951313019,0 days 02:05:05.285197000,9678
2,71,300,17.448698043823242,1.8673080205917358,19.31600570678711,0.16373443603515625,0 days 02:05:32.389838000,9678
3,71,400,14.963741302490234,2.8733348846435547,17.83707618713379,0.28760620951652527,0 days 02:05:59.629871000,9678
0,72,100,20.809005737304688,2.943143129348755,23.75214958190918,0.1246088296175003,0 days 02:06:28.133701000,9678
1,72,200,13.657207489013672,1.5541552305221558,15.211362838745117,0.38092583417892456,0 days 02:06:55.352726000,9678
2,72,300,17.19151496887207,1.777880072593689,18.96939468383789,0.4933173656463623,0 days 02:07:20.878561000,9678
3,72,400,27.667713165283203,0.8097156882286072,28.477428436279297,0.30307674407958984,0 days 02:07:46.267530000,9678
0,73,100,16.167125701904297,1.8293116092681885,17.996437072753906,0.3816515803337097,0 days 02:08:13.090469000,9678
1,73,200,19.143159866333008,2.1062347888946533,21.2493953704834,0.4889674782752991,0 days 02:08:38.455006000,9678
2,73,300,15.993474006652832,1.0451183319091797,17.038593292236328,0.3473162353038788,0 days 02:09:04.079475000,9678
3,73,400,23.863630294799805,0.9125238060951233,24.776153564453125,0.3548697233200073,0 days 02:09:29.857106000,9678
0,74,100,12.315652847290039,1.29181706905365,13.60746955871582,0.400878369808197,0 days 02:09:57.109895000,9678
1,74,200,15.518559455871582,1.6607332229614258,17.179292678833008,0.34038588404655457,0 days 02:10:22.156573000,9678
2,74,300,16.981721878051758,1.7388395071029663,18.720561981201172,0.3330068290233612,0 days 02:10:47.075137000,9678
3,74,400,10.93798542022705,2.0048556327819824,12.942840576171875,0.46991536021232605,0 days 02:11:12.153587000,9678
0,75,100,17.077905654907227,1.0393136739730835,18.117219924926758,0.5344206690788269,0 days 02:11:38.489030000,9678
1,75,200,13.892184257507324,2.4160144329071045,16.308198928833008,0.18902641534805298,0 days 02:12:03.160152000,9678
2,75,300,16.84929656982422,2.5748767852783203,19.42417335510254,0.4317842125892639,0 days 02:12:27.934232000,9678
3,75,400,12.509401321411133,1.3148541450500488,13.824254989624023,0.4748278260231018,0 days 02:12:52.895074000,9678
0,76,100,16.324554443359375,1.72466242313385,18.049217224121094,0.3814317584037781,0 days 02:13:18.568230000,9678
1,76,200,12.561919212341309,2.4218244552612305,14.983743667602539,0.22733421623706818,0 days 02:13:43.413596000,9678
2,76,300,11.805953979492188,0.9602645635604858,12.766218185424805,0.2994058132171631,0 days 02:14:07.859662000,9678
3,76,400,16.709911346435547,1.7685987949371338,18.4785099029541,0.4515557885169983,0 days 02:14:32.962609000,9678
0,77,100,14.84937858581543,2.092381477355957,16.941761016845703,0.29950404167175293,0 days 02:14:58.761076000,9678
1,77,200,20.343502044677734,1.9473109245300293,22.290813446044922,0.3102598488330841,0 days 02:15:23.107205000,9678
2,77,300,29.148860931396484,3.00856876373291,32.15742874145508,0.297163188457489,0 days 02:15:48.145350000,9678
3,77,400,13.479881286621094,1.352975845336914,14.832857131958008,0.2781095504760742,0 days 02:16:12.711834000,9678
0,78,100,16.783296585083008,0.9063106179237366,17.689607620239258,0.29135072231292725,0 days 02:16:38.842448000,9678
1,78,200,20.094890594482422,2.4629931449890137,22.557884216308594,0.6031081080436707,0 days 02:17:03.781315000,9678
2,78,300,15.567106246948242,1.2905420064926147,16.857648849487305,0.45567771792411804,0 days 02:17:28.567285000,9678
3,78,400,20.569713592529297,2.012605905532837,22.582319259643555,0.5087506175041199,0 days 02:17:53.095754000,9678
0,79,100,12.175013542175293,1.7393683195114136,13.914381980895996,0.53267902135849,0 days 02:18:20.067016000,9678
1,79,200,17.883682250976562,1.3095022439956665,19.19318389892578,0.23397254943847656,0 days 02:18:45.766874000,9678
2,79,300,14.53686237335205,2.2424702644348145,16.779333114624023,0.5443699359893799,0 days 02:19:11.583045000,9678
3,79,400,13.982154846191406,1.4101269245147705,15.392281532287598,0.2628670036792755,0 days 02:19:37.307593000,9678
0,80,100,14.305706024169922,1.5834181308746338,15.889123916625977,0.2124522179365158,0 days 02:20:03.251391000,9678
1,80,200,19.905427932739258,1.9270375967025757,21.83246612548828,0.6051555275917053,0 days 02:20:27.336220000,9678
2,80,300,14.063618659973145,1.7525877952575684,15.816205978393555,0.6991938352584839,0 days 02:20:51.627867000,9678
3,80,400,15.378026962280273,2.168508529663086,17.54653549194336,0.40511950850486755,0 days 02:21:15.920105000,9678
0,81,100,16.1479434967041,1.4371665716171265,17.58510971069336,0.35056397318840027,0 days 02:21:41.462807000,9678
1,81,200,12.009020805358887,2.198969602584839,14.207990646362305,0.4863777160644531,0 days 02:22:05.130551000,9678
2,81,300,17.97914695739746,2.133686065673828,20.11283302307129,0.30007514357566833,0 days 02:22:29.008686000,9678
3,81,400,16.751155853271484,1.4033068418502808,18.154462814331055,0.47826725244522095,0 days 02:22:52.662775000,9678
0,82,100,16.718629837036133,1.791886568069458,18.510517120361328,0.38889989256858826,0 days 02:23:17.951289000,9678
1,82,200,15.872520446777344,2.0672128200531006,17.939733505249023,0.45671939849853516,0 days 02:23:41.604887000,9678
2,82,300,18.94570541381836,1.76569402217865,20.71139907836914,0.36692264676094055,0 days 02:24:04.425330000,9678
3,82,400,14.43581771850586,1.4993400573730469,15.935157775878906,0.4031867980957031,0 days 02:24:27.296621000,9678
0,83,100,13.45019817352295,2.1471989154815674,15.597396850585938,0.44824153184890747,0 days 02:24:51.072261000,9678
1,83,200,15.725010871887207,1.8983023166656494,17.623313903808594,0.3735543489456177,0 days 02:25:13.736800000,9678
2,83,300,11.626228332519531,1.864120602607727,13.490348815917969,0.33523663878440857,0 days 02:25:36.537520000,9678
3,83,400,15.626203536987305,2.1118626594543457,17.738065719604492,0.27971386909484863,0 days 02:25:59.240537000,9678
0,84,100,13.683085441589355,1.3424075841903687,15.025492668151855,0.39536604285240173,0 days 02:26:22.880277000,9678
1,84,200,22.6639347076416,0.8268937468528748,23.490827560424805,0.6901330351829529,0 days 02:26:45.680645000,9678
2,84,300,16.82479476928711,1.8204323053359985,18.645227432250977,0.3270125389099121,0 days 02:27:08.269943000,9678
3,84,400,17.710697174072266,1.3962692022323608,19.106966018676758,0.45877981185913086,0 days 02:27:30.961428000,9678
0,85,100,14.933454513549805,0.9466241002082825,15.880078315734863,0.8888279795646667,0 days 02:27:54.756950000,9678
1,85,200,13.65662956237793,1.543830156326294,15.200459480285645,0.29313260316848755,0 days 02:28:18.173425000,9678
2,85,300,15.172417640686035,2.006145477294922,17.17856216430664,0.20948636531829834,0 days 02:28:42.081840000,9678
3,85,400,17.348615646362305,1.6771929264068604,19.025808334350586,0.277662068605423,0 days 02:29:04.713340000,9678
0,86,100,10.91358470916748,2.193511724472046,13.107096672058105,0.2654956579208374,0 days 02:29:27.920687000,9678
1,86,200,13.295032501220703,1.973804235458374,15.268836975097656,0.43483734130859375,0 days 02:29:49.983506000,9678
2,86,300,22.014575958251953,1.7281383275985718,23.742713928222656,0.22710993885993958,0 days 02:30:12.380822000,9678
3,86,400,12.806097984313965,1.8044039011001587,14.610502243041992,0.2510724365711212,0 days 02:30:34.644471000,9678
0,87,100,22.210405349731445,2.269575834274292,24.47998046875,0.2784852087497711,0 days 02:30:58.519196000,9678
1,87,200,19.061328887939453,2.0196707248687744,21.08099937438965,0.39789336919784546,0 days 02:31:21.445952000,9678
2,87,300,12.628406524658203,0.9113445281982422,13.539751052856445,0.18446221947669983,0 days 02:31:43.863464000,9678
3,87,400,16.016611099243164,1.837548851966858,17.85416030883789,0.5726543068885803,0 days 02:32:06.524736000,9678
0,88,100,14.17103385925293,1.2981065511703491,15.46914005279541,0.2224099189043045,0 days 02:32:31.077091000,9678
1,88,200,13.763875007629395,1.4756635427474976,15.239538192749023,0.2668566107749939,0 days 02:32:53.526503000,9678
2,88,300,17.45919418334961,2.097304582595825,19.556499481201172,0.5439187288284302,0 days 02:33:16.048914000,9678
3,88,400,9.403907775878906,2.405830144882202,11.809738159179688,0.2559531629085541,0 days 02:33:39.191173000,9678
0,89,100,14.992303848266602,1.5388009548187256,16.531105041503906,0.43230944871902466,0 days 02:34:03.408093000,9678
1,89,200,13.462225914001465,1.6540995836257935,15.116325378417969,0.3052137792110443,0 days 02:34:26.149733000,9678
2,89,300,14.974689483642578,1.7605531215667725,16.73524284362793,0.3888785243034363,0 days 02:34:48.254864000,9678
3,89,400,15.574042320251465,1.8289597034454346,17.40300178527832,0.3787080645561218,0 days 02:35:10.431875000,9678
0,90,100,11.75940990447998,1.593963623046875,13.353373527526855,0.36052966117858887,0 days 02:35:34.158955000,9678
1,90,200,15.441184043884277,1.5600358247756958,17.001220703125,0.3817797303199768,0 days 02:35:56.770921000,9678
2,90,300,15.581022262573242,0.9712995290756226,16.552322387695312,0.9137923717498779,0 days 02:36:19.287213000,9678
3,90,400,22.810644149780273,0.41268545389175415,23.223329544067383,0.4462881088256836,0 days 02:36:41.854857000,9678
0,91,100,18.681795120239258,1.1697120666503906,19.85150718688965,0.5818173289299011,0 days 02:37:06.016498000,9678
1,91,200,12.125382423400879,2.236604928970337,14.361987113952637,0.3396797180175781,0 days 02:37:28.827689000,9678
2,91,300,15.970112800598145,2.552030086517334,18.52214241027832,0.22599098086357117,0 days 02:37:51.011945000,9678
3,91,400,13.699041366577148,2.353520154953003,16.052560806274414,0.36287644505500793,0 days 02:38:13.629593000,9678
0,92,100,14.395624160766602,1.7550814151763916,16.150705337524414,0.33028703927993774,0 days 02:38:37.342006000,9678
1,92,200,11.811800003051758,2.8245532512664795,14.636353492736816,0.3064056932926178,0 days 02:38:59.892609000,9678
2,92,300,18.4326171875,1.8471065759658813,20.27972412109375,0.6429519653320312,0 days 02:39:22.656312000,9678
3,92,400,10.033071517944336,1.6349397897720337,11.668011665344238,0.3273661136627197,0 days 02:39:45.234309000,9678
0,93,100,21.80068588256836,2.6459858417510986,24.446672439575195,0.2155570238828659,0 days 02:40:08.974588000,9678
1,93,200,15.188606262207031,1.629534363746643,16.818140029907227,0.23257605731487274,0 days 02:40:31.569212000,9678
2,93,300,13.578243255615234,1.8074047565460205,15.385647773742676,0.30331212282180786,0 days 02:40:54.053537000,9678
3,93,400,18.670515060424805,2.6493024826049805,21.31981658935547,0.3546532392501831,0 days 02:41:16.612536000,9678
0,94,100,14.903825759887695,1.5081357955932617,16.41196060180664,0.43188509345054626,0 days 02:41:40.008188000,9678
1,94,200,15.900053024291992,2.4293620586395264,18.32941436767578,0.8944289684295654,0 days 02:42:02.538749000,9678
2,94,300,15.857841491699219,1.4184319972991943,17.276273727416992,0.4582405984401703,0 days 02:42:25.132507000,9678
3,94,400,15.262718200683594,1.3471609354019165,16.609878540039062,0.536417543888092,0 days 02:42:47.776051000,9678
0,95,100,23.02092933654785,1.0545320510864258,24.075462341308594,0.4497774541378021,0 days 02:43:11.693900000,9678
1,95,200,26.387001037597656,1.2907103300094604,27.677711486816406,0.2724297344684601,0 days 02:43:33.946462000,9678
2,95,300,16.74455451965332,2.6576664447784424,19.4022216796875,0.22605976462364197,0 days 02:43:56.539953000,9678
3,95,400,15.079891204833984,1.7445460557937622,16.824438095092773,0.5372275710105896,0 days 02:44:18.962862000,9678
0,96,100,17.452199935913086,1.5847545862197876,19.036954879760742,0.40594103932380676,0 days 02:44:42.702432000,9678
1,96,200,11.42654800415039,1.1900750398635864,12.616622924804688,0.2674524486064911,0 days 02:45:05.255003000,9678
2,96,300,13.184974670410156,2.6296961307525635,15.81467056274414,0.3956536650657654,0 days 02:45:27.908796000,9678
3,96,400,13.822163581848145,2.5455546379089355,16.367717742919922,0.38784104585647583,0 days 02:45:50.546091000,9678
0,97,100,13.963665008544922,1.5039188861846924,15.467583656311035,0.3456386923789978,0 days 02:46:14.018616000,9678
1,97,200,15.098722457885742,3.045118808746338,18.143840789794922,0.4829750657081604,0 days 02:46:36.034443000,9678
2,97,300,14.69446849822998,2.049139976501465,16.743608474731445,0.24409551918506622,0 days 02:46:58.247958000,9678
3,97,400,16.884552001953125,0.8708781003952026,17.755430221557617,0.3924669623374939,0 days 02:47:20.840663000,9678
0,98,100,15.417261123657227,2.1708412170410156,17.588102340698242,0.5947109460830688,0 days 02:47:44.719175000,9678
1,98,200,8.584388732910156,2.28488826751709,10.869277000427246,0.5074287056922913,0 days 02:48:07.245371000,9678
2,98,300,14.752668380737305,1.346213459968567,16.0988826751709,0.3353692591190338,0 days 02:48:30.069649000,9678
3,98,400,21.67911720275879,1.2903896570205688,22.969507217407227,0.8402104377746582,0 days 02:48:52.781306000,9678
0,99,100,11.588362693786621,1.7229957580566406,13.311358451843262,0.3046073317527771,0 days 02:49:16.824066000,9678
1,99,200,12.104544639587402,1.4490569829940796,13.553601264953613,0.19401463866233826,0 days 02:49:39.684148000,9678
2,99,300,16.70565414428711,1.6814664602279663,18.387121200561523,0.39790356159210205,0 days 02:50:02.507755000,9678
3,99,400,11.7256441116333,1.3815964460372925,13.107240676879883,0.4019952714443207,0 days 02:50:25.514819000,9678
0,100,100,10.415467262268066,1.8380883932113647,12.253555297851562,0.3062790036201477,0 days 02:50:49.279060000,9678
1,100,200,15.299908638000488,2.6218361854553223,17.92174530029297,0.5338541269302368,0 days 02:51:12.458941000,9678
2,100,300,17.577232360839844,1.5204946994781494,19.097726821899414,0.5314613580703735,0 days 02:51:36.535913000,9678
3,100,400,17.52236557006836,3.654608726501465,21.17697525024414,0.4258643388748169,0 days 02:52:01.039239000,9678
0,101,100,17.806636810302734,2.197533130645752,20.004169464111328,0.5566219091415405,0 days 02:52:25.035675000,9678
1,101,200,12.452563285827637,3.3357126712799072,15.788275718688965,0.3643525242805481,0 days 02:52:48.042459000,9678
2,101,300,19.818227767944336,2.2679765224456787,22.086204528808594,0.3299846053123474,0 days 02:53:10.872482000,9678
3,101,400,25.94681739807129,1.904698371887207,27.851516723632812,0.5740537047386169,0 days 02:53:33.526488000,9678
0,102,100,12.485418319702148,1.9289716482162476,14.414389610290527,0.3670027256011963,0 days 02:53:57.073127000,9678
1,102,200,14.1084623336792,1.805294156074524,15.913756370544434,0.22710591554641724,0 days 02:54:19.582941000,9678
2,102,300,10.227799415588379,0.8552063703536987,11.083005905151367,0.495877206325531,0 days 02:54:42.207767000,9678
3,102,400,15.189332962036133,1.3666486740112305,16.555980682373047,0.4888518154621124,0 days 02:55:04.980768000,9678
0,103,100,15.859026908874512,1.6364635229110718,17.49549102783203,0.3549463152885437,0 days 02:55:28.158932000,9678
1,103,200,16.447917938232422,1.4544811248779297,17.90239906311035,0.2402440458536148,0 days 02:55:50.821184000,9678
2,103,300,15.698287963867188,2.0645861625671387,17.762874603271484,0.3422587513923645,0 days 02:56:13.771838000,9678
3,103,400,14.881155014038086,0.879630446434021,15.760785102844238,0.5260128974914551,0 days 02:56:37.221830000,9678
0,104,100,12.893925666809082,1.9244571924209595,14.81838321685791,0.39408302307128906,0 days 02:57:01.142025000,9678
1,104,200,20.184673309326172,0.929376482963562,21.114049911499023,0.23814710974693298,0 days 02:57:23.616495000,9678
2,104,300,10.451972961425781,2.227139711380005,12.679112434387207,0.2804524302482605,0 days 02:57:46.238856000,9678
3,104,400,10.617755889892578,2.4204907417297363,13.038246154785156,0.26722192764282227,0 days 02:58:09.145873000,9678
0,105,100,12.280332565307617,3.320920705795288,15.601253509521484,0.13342732191085815,0 days 02:58:32.399873000,9678
1,105,200,8.181565284729004,2.051689624786377,10.233255386352539,0.4385949671268463,0 days 02:58:55.243226000,9678
2,105,300,14.095406532287598,2.107246160507202,16.202651977539062,0.30584219098091125,0 days 02:59:18.038589000,9678
3,105,400,15.241938591003418,1.7879090309143066,17.029848098754883,0.5170571804046631,0 days 02:59:40.744927000,9678
0,106,100,15.97436809539795,3.570028781890869,19.544397354125977,0.5001464486122131,0 days 03:00:04.898328000,9678
1,106,200,13.204245567321777,1.9674429893493652,15.171688079833984,0.3624350428581238,0 days 03:00:27.810121000,9678
2,106,300,10.00317668914795,2.2197341918945312,12.22291088104248,0.3943697214126587,0 days 03:00:50.625129000,9678
3,106,400,17.015914916992188,2.308461904525757,19.324377059936523,0.4135528802871704,0 days 03:01:13.561822000,9678
0,107,100,13.176125526428223,1.434985637664795,14.61111068725586,0.3233533501625061,0 days 03:01:37.377700000,9678
1,107,200,15.708349227905273,1.6800596714019775,17.388408660888672,0.4175492227077484,0 days 03:01:59.981547000,9678
2,107,300,13.757400512695312,2.376030206680298,16.13343048095703,0.6627282500267029,0 days 03:02:22.581193000,9678
3,107,400,13.820404052734375,2.020444869995117,15.840848922729492,0.6305986046791077,0 days 03:02:45.091026000,9678
0,108,100,17.962186813354492,1.4959251880645752,19.458112716674805,0.2810336947441101,0 days 03:03:08.136430000,9678
1,108,200,11.115121841430664,2.1076014041900635,13.222723007202148,0.5091390609741211,0 days 03:03:30.436426000,9678
2,108,300,13.082795143127441,0.8209216594696045,13.903717041015625,0.3333904445171356,0 days 03:03:53.184664000,9678
3,108,400,16.105064392089844,2.754620313644409,18.859683990478516,0.3048779368400574,0 days 03:04:15.834064000,9678
0,109,100,13.986565589904785,2.1232283115386963,16.10979461669922,0.39278870820999146,0 days 03:04:39.695852000,9678
1,109,200,19.763011932373047,2.5362093448638916,22.29922103881836,0.26019287109375,0 days 03:05:02.459355000,9678
2,109,300,16.175739288330078,1.9706097841262817,18.14634895324707,0.32349294424057007,0 days 03:05:24.982647000,9678
3,109,400,13.56076431274414,1.4937255382537842,15.054490089416504,0.29926401376724243,0 days 03:05:47.727178000,9678
0,110,100,10.378804206848145,2.7070882320404053,13.085892677307129,0.30637267231941223,0 days 03:06:11.874673000,9678
1,110,200,10.553305625915527,1.6986849308013916,12.25199031829834,0.9342910051345825,0 days 03:06:34.822856000,9678
2,110,300,14.252781867980957,2.7301571369171143,16.982938766479492,0.3292958736419678,0 days 03:06:57.522893000,9678
3,110,400,16.433937072753906,1.949729084968567,18.3836669921875,0.49560779333114624,0 days 03:07:20.298658000,9678
0,111,100,13.392210006713867,3.0697274208068848,16.461936950683594,0.18227718770503998,0 days 03:07:44.647479000,9678
1,111,200,11.394158363342285,1.4570828676223755,12.851241111755371,0.8437144160270691,0 days 03:08:07.502742000,9678
2,111,300,13.392967224121094,2.085629940032959,15.478597640991211,0.32381460070610046,0 days 03:08:30.694213000,9678
3,111,400,17.325420379638672,2.0327579975128174,19.358179092407227,0.48691704869270325,0 days 03:08:53.370618000,9678
0,112,100,13.9219970703125,1.5707035064697266,15.492700576782227,0.4590224623680115,0 days 03:09:17.020305000,9678
1,112,200,13.069416999816895,1.8225699663162231,14.891986846923828,0.42683327198028564,0 days 03:09:39.581505000,9678
2,112,300,10.406426429748535,2.331223249435425,12.737649917602539,0.3629564940929413,0 days 03:10:02.444224000,9678
3,112,400,15.240984916687012,2.182265520095825,17.423250198364258,0.2513822913169861,0 days 03:10:25.062348000,9678
0,113,100,9.332212448120117,1.278333067893982,10.61054515838623,0.4500890076160431,0 days 03:10:48.765481000,9678
1,113,200,14.169793128967285,2.5151264667510986,16.684919357299805,0.7596279382705688,0 days 03:11:11.647381000,9678
2,113,300,12.70307731628418,1.4047921895980835,14.107869148254395,0.45160973072052,0 days 03:11:34.593186000,9678
3,113,400,12.903862953186035,3.032745122909546,15.93660831451416,0.4106808006763458,0 days 03:11:57.381712000,9678
0,114,100,10.891949653625488,1.9186373949050903,12.810586929321289,0.2329152673482895,0 days 03:12:21.411057000,9678
1,114,200,18.487627029418945,1.0565050840377808,19.544132232666016,0.34786003828048706,0 days 03:12:44.456642000,9678
2,114,300,12.943148612976074,2.1083319187164307,15.051480293273926,0.3305439352989197,0 days 03:13:07.399019000,9678
3,114,400,13.318501472473145,2.5814969539642334,15.899998664855957,0.7201288938522339,0 days 03:13:30.069154000,9678
0,115,100,12.194007873535156,1.746675968170166,13.940683364868164,0.40734612941741943,0 days 03:13:54.182702000,9678
1,115,200,11.079662322998047,3.058201789855957,14.137864112854004,0.5148158073425293,0 days 03:14:17.208200000,9678
2,115,300,15.53449821472168,1.194176197052002,16.728673934936523,0.49814373254776,0 days 03:14:39.983643000,9678
3,115,400,14.181618690490723,2.01999831199646,16.201616287231445,0.6652479767799377,0 days 03:15:02.620901000,9678
0,116,100,15.7046480178833,1.794723629951477,17.499372482299805,0.6020052433013916,0 days 03:15:26.691978000,9678
1,116,200,22.5694637298584,2.03946852684021,24.608932495117188,0.3799804747104645,0 days 03:15:49.283294000,9678
2,116,300,11.505556106567383,1.7478224039077759,13.253378868103027,0.24832428991794586,0 days 03:16:11.863571000,9678
3,116,400,13.624964714050293,2.057042121887207,15.6820068359375,0.21511892974376678,0 days 03:16:34.354535000,9678
0,117,100,11.875247955322266,2.2654433250427246,14.140691757202148,0.4361971914768219,0 days 03:16:57.874232000,9678
1,117,200,10.702560424804688,1.2350436449050903,11.937603950500488,0.6931165456771851,0 days 03:17:20.629789000,9678
2,117,300,12.755791664123535,3.203744649887085,15.9595365524292,0.36522001028060913,0 days 03:17:43.294059000,9678
3,117,400,12.974754333496094,1.8043569326400757,14.7791109085083,0.3897900879383087,0 days 03:18:05.701083000,9678
0,118,100,14.57707691192627,3.4587998390197754,18.035877227783203,0.21400241553783417,0 days 03:18:29.620091000,9678
1,118,200,14.352333068847656,1.9876856803894043,16.34001922607422,0.24834802746772766,0 days 03:18:51.837010000,9678
2,118,300,12.894969940185547,1.6318202018737793,14.526790618896484,0.3095065951347351,0 days 03:19:14.283753000,9678
3,118,400,14.52601146697998,1.9741430282592773,16.500154495239258,1.0513802766799927,0 days 03:19:36.887638000,9678
0,119,100,11.05320930480957,1.6063048839569092,12.659514427185059,0.3247442841529846,0 days 03:20:00.735938000,9678
1,119,200,15.402482032775879,2.5692100524902344,17.971691131591797,0.31435853242874146,0 days 03:20:23.352078000,9678
2,119,300,11.671709060668945,1.8749343156814575,13.546643257141113,0.5371382832527161,0 days 03:20:45.981026000,9678
3,119,400,19.26907730102539,1.6337721347808838,20.902849197387695,0.4068117141723633,0 days 03:21:08.126933000,9678
0,120,100,14.369964599609375,1.0538554191589355,15.423820495605469,0.6703742146492004,0 days 03:21:31.878194000,9678
1,120,200,13.394729614257812,2.4863061904907227,15.881035804748535,0.1781003773212433,0 days 03:21:54.566532000,9678
2,120,300,15.689749717712402,1.9618568420410156,17.651607513427734,0.27431583404541016,0 days 03:22:17.000134000,9678
3,120,400,14.437211990356445,2.278374671936035,16.715587615966797,0.5764349102973938,0 days 03:22:39.874878000,9678
0,121,100,16.285919189453125,2.211890935897827,18.49781036376953,0.6576381921768188,0 days 03:23:03.958738000,9678
1,121,200,11.369346618652344,1.140093445777893,12.509440422058105,0.7613663077354431,0 days 03:23:26.650298000,9678
2,121,300,14.940719604492188,1.4974526166915894,16.43817138671875,0.40071165561676025,0 days 03:23:49.060054000,9678
3,121,400,10.402298927307129,2.5272717475891113,12.929571151733398,0.2635754942893982,0 days 03:24:11.632048000,9678
0,122,100,14.249716758728027,1.7138166427612305,15.963533401489258,0.5548089146614075,0 days 03:24:35.407566000,9678
1,122,200,14.643162727355957,2.471616268157959,17.114778518676758,0.6216583251953125,0 days 03:24:57.355998000,9678
2,122,300,12.274703025817871,1.998737096786499,14.27344036102295,0.2681892216205597,0 days 03:25:20.203409000,9678
